stop_id,stop_code,stop_descr,stop_desr_matrix,stop_street,stoptyp_code,dimos,perioxi,stop_url
060375,60375,ΕΡΕΧΘΕΙΟΥ,EREXTHEIOY,ΚΑΒΑΛΛΟΤΙ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60375
060377,60377,ΔΗΜΟΦΩΝΤΟΣ,DHMOFONTOS,ΠΟΥΛΟΠΟΥΛΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60377
060378,60378,ΜΥΡΜΙΔΟΝΩΝ,MYRMIDONON,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60378
060379,60379,ΓΕΦΥΡΑ,GEFYRA,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60379
060380,60380,ΤΡΕΙΣ ΙΕΡΑΡΧΑΙ,TREIS IERARXAI,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60380
060381,60381,ΦΑΡΜΑΚΕΙΟ,FARMAKEIO,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60381
060382,60382,ΣΤ. ΗΣΑΠ ΠΕΤΡΑΛΩΝΑ,ST. HSAP PETRALONΑ,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60382
060383,60383,ΠΑΛΑΙΟ ΤΕΡΜΑ,PALAIO TERMA,ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60383
060384,60384,ΚΗΦΙΣΟΔΟΤΟΥ,KHFISODOTOY,ΚΗΦΙΣΟΔΟΤΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60384
060385,60385,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΠΑΡΑΔΡ.ΚΑΛΛΙΡΡΟΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60385
060386,60386,ΚΟΙΛΗΣ,KOILHS,ΚΟΙΛΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60386
060387,60387,ΠΑΠΑΦΩΤΗ,PAPAFOTH,ΔΗΜΟΦΩΝΤΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60387
060388,60388,ΤΡΕΙΣ ΙΕΡΑΡΧΕΣ,TREIS IERARXES,ΔΗΜΟΦΩΝΤΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60388
060389,60389,ΓΥΜΝΑΣΙΟ,GYMNASIO,ΔΗΜΟΦΩΝΤΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60389
060390,60390,ΑΣΤΥΝΟΜΙΑ,ASTYNOMIA,ΔΗΜΟΦΩΝΤΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60390
060391,60391,ΒΑΣΙΛΑΚΑΚΗ,BASILAKAKH,ΝΗΛΕΩΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60391
060394,60394,ΙΚΑ,IKA,ΚΕΙΡΙΑΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60394
060395,60395,ΤΑΧΥΔΡΟΜΕΙΟ,TAXYDROMEIO,ΚΕΙΡΙΑΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60395
060397,60397,ΓΕΦ. ΠΟΥΛΟΠΟΥΛΟΥ,GEF. POYLOPOYLOY,ΗΡΑΚΛΕΙΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60397
060398,60398,ΣΤ. ΗΣΑΠ ΠΕΤΡΑΛΩΝΑ,ST. HSAP PETRALONΑ,ΚΕΙΡΙΑΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60398
060399,60399,ΑΘΗΝΑΔΩΡΟΥ,ATHINADOROY,ΚΕΙΡΙΑΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60399
060400,60400,ΓΕΦΥΡΕΣ,GEFYRES,ΚΕΙΡΙΑΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60400
060401,60401,1η ΣΤΑΣΗ,1st STASH,ΤΡΙΑΝΤΑΦΥΛΛΟΠΟΥΛΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60401
060402,60402,ΝΗΛΕΩΣ,NHLEOS,ΝΗΛΕΩΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60402
060410,60410,ΜΟΝΑΣΤΗΡΑΚΙ,MONASTHRAKI,ΕΡΜΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60410
060411,60411,ΒΟΡΕΟΥ,BOREOY,ΑΘΗΝΑΣ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60411
060412,60412,ΑΓΟΡΑ,AGORA,ΑΘΗΝΑΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60412
060413,60413,ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΑΘΗΝΑΣ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60413
060415,60415,ΟΜΟΝΟΙΑ - MENANΔΡΟΥ,OMONOIA - MENANDROY,ΠΕΙΡΑΙΩΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60415
060416,60416,ΝΕΟΣ ΚΟΣΜΟΣ,NEOS KOSMOS,ΓΟΥΒΕΣΗ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60416
060417,60417,ΑΦΕΤΗΡΙΑ,AFETHRIA,3Η ΣΕΠΤΕΜΒΡΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60417
060418,60418,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΜΑΡΝΗ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60418
060426,60426,ΗΠΕΙΡΟΥ,HPEIROY,3ης ΣΕΠΤΕΜΒΡΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60426
060427,60427,ΠΛ. ΒΙΚΤΩΡΙΑΣ,PL. BIKTORIAS,3ηs ΣΕΠΤΕΜΒΡΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60427
060428,60428,ΑΓΓΕΛΟΠΟΥΛΟΥ,AGGELOPOYLOY,3ηs ΣΕΠΤΕΜΒΡΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60428
060429,60429,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLHNIAS,3ηs ΣΕΠΤΕΜΒΡΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60429
060431,60431,ΚΑΛΛΙΦΡΟΝΑ,KALLIFRONA,ΔΡΟΣΟΠΟΥΛΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60431
060435,60435,ΓΕΦΥΡΑ ΚΑΒΑΛΑΣ,GEFYRA KABALAS,ΛΕΩΦ.ΚΗΦΙΣΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60435
060436,60436,ΙΠΠΟΛΥΤΟΥ,IPPOLYTOY,ΤΑΥΓΕΤΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60436
060437,60437,ΣΧΟΛΕΙΑ ΓΚΡΑΒΑΣ,SXOLEIA GKRABAS,ΤΑΥΓΕΤΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60437
060438,60438,ΓΑΛΑΤΣΙΟΥ,GALATSIOY,ΑΓ.ΛΑΥΡΑΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60438
060439,60439,ΧΑΤΖΗΔΑΚΗ,XATZHDAKH,ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60439
060440,60440,ΒΟΡΕΙΟΣ ΠΟΛΟΣ,BOREIOS POLOS,ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60440
060441,60441,ΒΟΡΕΙΟΣ ΠΟΛΟΣ,BOREIOS POLOS,ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60441
060442,60442,ΧΑΤΖΗΔΑΚΗ,XATZHDAKH,ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60442
060443,60443,ΠΛ. ΠΑΠΑΛΟΥΚΑ,PL. PAPALOYKA,ΠΛ.ΠΑΠΑΛΟΥΚΑ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60443
060444,60444,ΑΣΤΥΝΟΜΙΑ,ASTYNOMIA,ΧΑΛΕΠΑ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60444
060445,60445,ΧΑΛΕΠΑ,XALEPA,ΧΑΛΕΠΑ,ΣΤΑΣΗ,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,http://telematics.oasa.gr/#stationInfo_60445
060447,60447,ΣΥΡΑΚΟΥΣΩΝ,SYRAKOYSON,ΣΥΡΑΚΟΥΣΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60447
060448,60448,ΠΤΟΛΕΜΑΙΩΝ,PTOLEMAION,ΣΥΡΑΚΟΥΣΩΝ,ΣΤΑΣΗ,ΝΕΑΣ ΙΩΝΙΑΣ,Δ.  ΝΕΑΣ ΙΩΝΙΑΣ,http://telematics.oasa.gr/#stationInfo_60448
060449,60449,ΠΛΑΤΕΙΑ,PLATEIA,ΣΥΡΑΚΟΥΣΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60449
060450,60450,ΣΧΟΛΕΙΟ,SXOLEIO,ΩΡΩΠΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,http://telematics.oasa.gr/#stationInfo_60450
060452,60452,ΧΑΛΕΠΑ,XALEPA,ΧΑΛΕΠΑ,ΣΤΑΣΗ,ΓΑΛΑΤΣΙΟΥ,Δ.  ΓΑΛΑΤΣΙΟΥ,http://telematics.oasa.gr/#stationInfo_60452
060453,60453,ΑΣΤΥΝΟΜΙΑ,ASTYNOMIA,ΧΑΛΕΠΑ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60453
060454,60454,ΠΛ. ΠΑΠΑΛΟΥΚΑ,PL. PAPALOYKA,ΧΑΛΕΠΑ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60454
060455,60455,ΓΑΛΑΤΣΙΟΥ,GALATSIOY,ΑΓ.ΛΑΥΡΑΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60455
060456,60456,ΣΧΟΛΕΙΑ ΓΚΡΑΒΑΣ,SXOLEIA GKRABAS,ΤΑΥΓΕΤΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60456
060457,60457,ΙΠΠΟΛΥΤΟΥ,IPPOLYTOY,ΤΑΥΓΕΤΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60457
060470,60470,ΠΟΛΥΤΕΧΝΕΙΟ,POLYTEXNEIO,ΠΑΤΗΣΙΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60470
060474,60474,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΒΑΣ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60474
060475,60475,ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,OIKONOMIKO PANEPISTHMIO,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60475
060476,60476,ΑΓΓΕΛΟΠΟΥΛΟΥ,AGGELOPOYLOY,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60476
060478,60478,ΛΥΣΙΑΤΡΕΙΟ,LYSIATREIO,ΔΡΟΣΟΠΟΥΛΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60478
060479,60479,ΚΟΛΙΑΤΣΟΥ,KOLIATSOY,ΔΡΟΣΟΠΟΥΛΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60479
060480,60480,ΑΓ. ΛΟΥΚΑΣ,AG. LOYKAS,ΔΡΟΣΟΠΟΥΛΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60480
060481,60481,ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ,KOSTHS PALAMAS,ΓΑΛΑΤΣΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60481
060482,60482,ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ,KOSTHS PALAMAS,ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60482
060484,60484,ΑΓ. ΜΕΤΑΞΑ,AG. METAXA,ΑΓΑΜ.ΜΕΤΑΞΑ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60484
060485,60485,ΠΑΝΟΡΜΟΥ,PANORMOY,ΠΑΝΟΡΜΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60485
060487,60487,ΑΓ. ΛΟΥΚΑΣ,AG. LOYKAS,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60487
060490,60490,ΑΝΩ ΠΑΤΗΣΙΑ,ANO PATHSIA,ΠΑΤΗΣΙΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60490
060491,60491,ΣΤ. ΗΣΑΠ,ST. HSAP,ΧΑΛΚΙΔΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60491
060492,60492,ΤΙΤΑΝ,TITAN,ΧΑΛΚΙΔΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60492
060493,60493,ΛΕΟΝΤΕΙΟΣ,LEONTEIOS,ΧΑΛΚΙΔΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60493
060494,60494,ΣΤ. ΗΣΑΠ,ST. HSAP,ΧΑΛΚΙΔΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60494
060495,60495,ΑΛΥΣΙΔΑ,ALYSIDA,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60495
060500,60500,ΕΦΟΡΙΑ,EFORIA,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60500
060501,60501,ΦΑΡΜΑΚΕΙΟ,FARMAKEIO,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60501
060502,60502,2η ΔΙΚΑΣΤΗΡΙΩΝ,2nd DIKASTHRION,ΕΥΕΛΠΙΔΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60502
060503,60503,ΑΓ. ΑΝΤΩΝΙΟΣ,AG. ANTONIOS,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60503
060504,60504,ΚΟΛΟΥΜΠΙΑ,KOLOYMPIA,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60504
060505,60505,ΚΟΛΟΥΜΠΙΑ,KOLOYMPIA,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60505
060506,60506,1η ΡΙΖΟΥΠΟΛΕΩΣ,1st RIZOYPOLEOS,ΕΡΜΩΝΑΣΣΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60506
060508,60508,3η ΡΙΖΟΥΠΟΛΕΩΣ,3rd RIZOYPOLEOS,ΕΡΜΩΝΑΣΣΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60508
060509,60509,1η ΠΕΡΙΣΣΟΥ,1st PERISSOY,ΚΟΜΑΝΩΝ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60509
060510,60510,1η ΠΕΡΙΣΣΟΥ,1st PERISSOY,ΤΑΝΑΙΔΟΣ,ΣΤΑΣΗ,ΝΕΑΣ ΙΩΝΙΑΣ,Δ.  ΝΕΑΣ ΙΩΝΙΑΣ,http://telematics.oasa.gr/#stationInfo_60510
060511,60511,3η ΡΙΖΟΥΠΟΛΕΩΣ,3rd RIZOYPOLEOS,ΤΑΝΑΙΔΟΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60511
060512,60512,2η ΡΙΖΟΥΠΟΛΕΩΣ,2nd RIZOYPOLEOS,ΕΡΜΩΝΑΣΣΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60512
060513,60513,1η ΡΙΖΟΥΠΟΛΕΩΣ,1st RIZOYPOLEOS,ΕΡΜΩΝΑΣΣΗΣ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60513
060514,60514,ΑΓ. ΑΝΤΩΝΙΟΣ,AG. ANTONIOS,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60514
060515,60515,ΝΟΜΙΚΗ,NOMIKH,ΣΟΛΩΝΟΣ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60515
060516,60516,ΦΑΡΜΑΚΕΙΟ,FARMAKEIO,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60516
060517,60517,ΕΦΟΡΙΑ,EFORIA,ΛΕΩΦ.ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60517
060521,60521,ΠΛ. ΚΟΛΙΑΤΣΟΥ,PL. KOLIATSOY,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60521
060522,60522,ΑΝΝΑ & ΜΑΡΙΑ ΚΑΛΟΥΤΑ,ANNA & MARIA KALOYTA,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60522
060523,60523,ΚΑΛΛΙΦΡΟΝΑ,KALLIFRONA,ΠΑΤΗΣΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_60523
