stop_id,stop_code,stop_descr,stop_desr_matrix,stop_street,stoptyp_code,dimos,perioxi,stop_url
65,999,ΣΧΙΣΤΟ,SXISTO,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,http://telematics.oasa.gr/#stationInfo_999
010001,10001,ΣΤΡΟΦΗ,STROFH,ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,http://telematics.oasa.gr/#stationInfo_10001
010002,10002,ΚΟΛΩΝΕΣ,KOLONES,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,http://telematics.oasa.gr/#stationInfo_10002
010003,10003,ΑΓ. ΒΑΡΒΑΡΑ,AG. BARBARA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10003
010004,10004,ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΗΠΕΙΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10004
010005,10005,ΚΡΗΤΗΣ,KRHTHS,ΠΑΛΑΙΩΝ ΠΟΛΕΜΙΣΤΩΝ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10005
010006,10006,ΚΟΥΝΤΟΥΡΙΩΤΟΥ,KOYNTOYRIOTOY,ΠΑΛΑΙΩΝ ΠΟΛΕΜΙΣΤΩΝ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10006
010007,10007,ΔΗΜΑΡΧΕΙΟ - ΣΤ. ΑΓ. ΒΑΡΒΑΡΑ,DHMARXEIO - ST.  AG. BARBARA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10007
010008,10008,1η ΑΓ. ΜΑΡΙΝΑΣ,1st AG. MARINAS,ΑΓ. ΜΑΡΙΝΑΣ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10008
010011,10011,ΘΕΜΙΣΤΟΚΛΕΟΥΣ,THEMISTOKLEOYS,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡMΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10011
010012,10012,ΠΑΛ. ΤΕΡΜΑ,PAL. TERMA,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡMΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10012
010013,10013,ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ,MEG. ALEXANDROY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10013
010014,10014,ΑΦΕΤΗΡΙΑ 837,AFETHRIA 837,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10014
010016,10016,ΠΑΛ. ΤΕΡΜΑ,PAL. TERMA,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10016
010017,10017,ΘΕΜΙΣΤΟΚΛΕΟΥΣ,THEMISTOKLEOYS,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10017
010018,10018,ΚΝΩΣΟΥ,KNOSOY,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10018
010023,10023,ΣΤ. ΣΑΡΑΦΗ,ST. SARAFH,ΣΤΕΦ.ΣΑΡΑΦΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10023
010024,10024,ΑΓ. ΒΑΡΒΑΡΑ,AG. BARBARA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10024
010025,10025,ΚΟΛΩΝΕΣ,KOLONES,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10025
010026,10026,ΣΤΡΟΦΗ ΑΓ.ΒΑΡΒΑΡΑΣ,STROFH AG.BARBARAS,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10026
010028,10028,ΣΤΡΟΦΗ ΑΓ.ΒΑΡΒΑΡΑΣ,STROFH AG.BARBARAS,ΙΕΡΑΣ ΟΔΟΥ,ΣΤΑΣΗ,ΧΑΪΔΑΡΙΟΥ,Δ.  ΧΑΪΔΑΡΙΟΥ,http://telematics.oasa.gr/#stationInfo_10028
010029,10029,ΙΚΑ,IKA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10029
010030,10030,ΑΓ. ΕΛΕΟΥΣΑ - ΣΤ. ΑΓ. ΒΑΡΒΑΡΑ,AG. ELEOYSA  - ST. AG. BARBARA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10030
010031,10031,28ης ΟΚΤΩΒΡΙΟΥ,28th OKTOBRIOY,28ης ΟΚΤΩΒΡΙΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10031
010032,10032,ΒΕΝΕΤΙΑ,BENETIA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10032
010036,10036,ΙΚΑ,IKA,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10036
010037,10037,5η ΚΟΡΥΔΑΛΛΟΥ,5th KORYDALLOY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10037
010040,10040,6η ΚΟΡΥΔΑΛΛΟΥ,6th KORYDALLOY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10040
010041,10041,7η ΚΟΡΥΔΑΛΛΟΥ,7th KORYDALLOY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10041
010042,10042,6η ΚΟΡΥΔΑΛΛΟΥ,6th KORYDALLOY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10042
010043,10043,5η ΚΟΡΥΔΑΛΛΟΥ,5th KORYDALLOY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10043
010044,10044,ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ,MARINOY ANTYPA,ΜΑΡ.ΑΝΤΥΠΑ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10044
010045,10045,ΠΛ. ΜΑΚΡΥΓΙΑΝΝΗ,PL. MAKRYGIANNH,ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10045
010046,10046,ΠΛ. ΜΑΚΡΥΓΙΑΝΝΗ,PL. MAKRYGIANNH,ΗΡΑΚΛΕΙΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10046
010047,10047,ΜΑΡΙΝΟΥ ΑΝΤΥΠΑ,MARINOY ANTYPA,ΜΑΡ.ΑΝΤΥΠΑ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10047
010048,10048,ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ,APOSTOLOY PAYLOY,ΚΟΡΥΔΑΛΛΟΥ,ΣΤΑΣΗ,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,http://telematics.oasa.gr/#stationInfo_10048
010049,10049,ΣΙΦΝΟΥ,SIFNOY,ΜΑΡ.ΑΝΤΥΠΑ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10049
010053,10053,ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ,APOSTOLOY PAYLOY,ΚΟΡΥΔΑΛΛΟΥ,ΣΤΑΣΗ,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,http://telematics.oasa.gr/#stationInfo_10053
010054,10054,ΣΤΕΦ. ΣΑΡΑΦΗ,STEF. SARAFH,ΣΤΕΦ.ΣΑΡΑΦΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10054
010056,10056,ΓΕΦΥΡΑ,GEFYRA,ΣΤΕΦ.ΣΑΡΑΦΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10056
010057,10057,ΚΥΠΡΟΥ,KYPROY,ΚΥΠΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10057
010058,10058,ΑΣΤΥΝΟΜΙΑ,ASTYNOMIA,ΣΤΕΦ.ΣΑΡΑΦΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10058
010060,10060,ΑΣΤΟΡΙΑ,ASTORIA,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10060
010062,10062,ΛΥΚΟΥΡΓΟΥ,LYKOYRGOY,ΛΥΚΟΥΡΓΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10062
010065,10065,ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ,MEG. ALEXANDROY,ΛΕΩΦ.ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10065
010066,10066,ΔΙΑΚΟΥ,DIAKOY,ΠΑΠΑΔΙΑΜΑΝΤΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10066
010067,10067,ΧΙΟΥ,XIOY,ΧΙΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10067
010069,10069,ΚΟΥΝΤΟΥΡΙΩΤΗ,KOYNTOYRIOTH,ΣΤΕΦ.ΣΑΡΑΦΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10069
010070,10070,ΠΡΟΦ. ΗΛΙΑΣ,PROF. HLIAS,ΠΑΠΑΔΙΑΜΑΝΤΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10070
010071,10071,ΧΙΟΥ,XIOY,ΟΔΥΣΣΕΩΣ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10071
010072,10072,ΠΡΟΦ. ΗΛΙΑΣ,PROF. HLIAS,ΠΑΛ.ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10072
010074,10074,ΣΩΚΡΑΤΟΥΣ,SOKRATOYS,ΔΕΛΗΓΙΑΝΝΗ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10074
010075,10075,ΑΘ. ΔΙΑΚΟΥ,ATH. DIAKOY,ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10075
010078,10078,ΠΑΡΚΟ ΕΛΕΝΗΣ ΦΩΚΑ,PARKO ELENHS FOKA,ΧΑΝΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10078
010079,10079,7η ΚΟΡΥΔΑΛΛΟΥ,7th KORYDALLOY,ΧΑΝΙΩΝ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10079
010080,10080,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΝΕΣΤΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10080
010081,10081,ΚΡΗΤΗ,KRHTH,ΚΡΗΤΗΣ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10081
010084,10084,ΑΦΕΤΗΡΙΑ 830,AFETHRIA 830,ΝΕΣΤΟΥ,ΣΤΑΣΗ,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,http://telematics.oasa.gr/#stationInfo_10084
010085,10085,ΣΤ. ΑΓ. ΜΑΡΙΝΑ,ST. AG. MARINA,ΙΕΡΑΣ ΟΔΟΥ,ΕΞΥΠΝΗ ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10085
010086,10086,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΣΙΦΝΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10086
010087,10087,ΚΥΠΡΟΥ,KYPROY,ΧΙΟΥ,ΣΤΑΣΗ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Δ.  ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,http://telematics.oasa.gr/#stationInfo_10087
01,10152,ΚΑΙΣΑΡΙΑΝΗ,KAISARIANH,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΚΑΙΣΑΡΙΑΝΗΣ,Δ.  ΚΑΙΣΑΡΙΑΝΗΣ,http://telematics.oasa.gr/#stationInfo_10152
02,10153,ΤΕΡΜΑ ΕΛ. ΒΕΝΙΖΕΛΟΥ,TERMA EL. BENIZELOY,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10153
Α1,10155,# Α/Σ ΒΟΤΑΝΙΚΟΥ,A/S BOTANIKOY,,ΑΜΑΞΟΣΤΑΣΙΟ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10155
03,10156,ΕΛΕΥΣΙΝΑ,ELEYSINA,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΕΛΕΥΣΙΝΑΣ,Δ. ΕΝ.  ΕΛΕΥΣΙΝΟΣ,http://telematics.oasa.gr/#stationInfo_10156
04,10157,ΠΛ. ΚΟΥΜΟΥΝΔΟΥΡΟΥ,PL. KOYMOYNDOYROY,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10157
05,10158,ΠΛ. ΚΥΨΕΛΗΣ,PL. KYPSELHS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10158
06,10159,ΣΤΑΘΜΟΣ ΚΑΤΕΧΑΚΗ,ST. KATEXAKH,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10159
07,10160,ΑΓ. ΦΑΝΟΥΡΙΟΣ,AG. FANOYRIOS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΙΛΙΟΥ,Δ.  ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),http://telematics.oasa.gr/#stationInfo_10160
08,10161,Ζ. ΠΗΓΗ,Z. PHGH,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΒΥΡΩΝΟΣ,Δ.  ΒΥΡΩΝΟΣ,http://telematics.oasa.gr/#stationInfo_10161
09,10162,ΣΤ. ΥΠΕΡΑΣΤΙΚΩΝ ΛΕΩΦΟΡΕΙΩΝ ΚΗΦΙΣΟΥ,ST. YPERASTIKON LEOFOREION KHFISOY,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10162
10,10163,ΑΕΡΟΛΙΜΕΝΑΣ,AEROLIMENAS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,Δ. ΕΝ.  ΣΠΑΤΩΝ - ΛΟΥΤΣΑΣ,http://telematics.oasa.gr/#stationInfo_10163
11,10164,ΑΣΠΡΟΠΥΡΓΟΣ,ASPROPYRGOS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΣΠΡΟΠΥΡΓΟΥ,Δ.  ΑΣΠΡΟΠΥΡΓΟΥ,http://telematics.oasa.gr/#stationInfo_10164
12,10165,ΑΒΕΡΩΦ,ABEROF,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10165
13,10166,ΠΡΟΥΣΣΗΣ,PROUSSHS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΙΓΑΛΕΩ,Δ.  ΑΙΓΑΛΕΩ,http://telematics.oasa.gr/#stationInfo_10166
14,10167,ΜΑΝΔΡΑ,MANDRA,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,Δ. ΕΝ.  ΜΑΝΔΡΑΣ,http://telematics.oasa.gr/#stationInfo_10167
Α2,10168,#Α/Σ ΑΝΩ ΛΙΟΣΙΩΝ,A/S ANO LIOSION,,ΑΜΑΞΟΣΤΑΣΙΟ,ΦΥΛΗΣ,Δ. ΕΝ.  ΑΝΩ ΛΙΟΣΙΩΝ,http://telematics.oasa.gr/#stationInfo_10168
Α4,10169,# Α/Σ ΠΕΤΡΟΥ ΡΑΛΛΗ,A/S PETROY RALLH,,ΑΜΑΞΟΣΤΑΣΙΟ,ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,Δ. ΕΝ.  ΤΑΥΡΟΥ,http://telematics.oasa.gr/#stationInfo_10169
Α3,10170,# Α/Σ ΡΟΥΦ,A/S ROYF,,ΑΜΑΞΟΣΤΑΣΙΟ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10170
15,10171,ΟΜΟΝΟΙΑ ΖΗΝΩΝΟΣ,OMONOIA ZHNONOS,ΖΗΝΩΝΟΣ,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,http://telematics.oasa.gr/#stationInfo_10171
16,10172,ΡΟΥΠΑΚΙ,ROYPAKI,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΑΣΠΡΟΠΥΡΓΟΥ,Δ.  ΑΣΠΡΟΠΥΡΓΟΥ,http://telematics.oasa.gr/#stationInfo_10172
17,10173,ΒΙΟΜΗΧΑΝΙΚΗ ΖΩΝΗ ΜΑΓΟΥΛΑΣ,BIOMHXANIKH ZONH MAGOYLAS,,ΤΕΡΜΑΤΙΚΟΣ ΣΤΑΘΜΟΣ,ΕΛΕΥΣΙΝΑΣ,Δ. ΕΝ.  ΜΑΓΟΥΛΑΣ,http://telematics.oasa.gr/#stationInfo_10173
